Burnup,k-eff,Enrichment,Gd,GD_Contents,BOC_CBC,EOC_BU
11,1.16881,3.5,20,4,651.1475716,23.622
11.5,1.16366,3.5,20,4,651.1475716,23.622
12,1.15852,3.5,20,4,651.1475716,23.622
12.5,1.15343,3.5,20,4,651.1475716,23.622
13,1.14838,3.5,20,4,651.1475716,23.622
13.5,1.1434,3.5,20,4,651.1475716,23.622
14,1.13846,3.5,20,4,651.1475716,23.622
14.5,1.13358,3.5,20,4,651.1475716,23.622
15,1.12875,3.5,20,4,651.1475716,23.622
17.5,1.10537,3.5,20,4,651.1475716,23.622
20,1.08285,3.5,20,4,651.1475716,23.622
22.5,1.06107,3.5,20,4,651.1475716,23.622
25,1.03991,3.5,20,4,651.1475716,23.622
27.5,1.01933,3.5,20,4,651.1475716,23.622
30,0.99929,3.5,20,4,651.1475716,23.622
32.5,0.9798,3.5,20,4,651.1475716,23.622
35,0.96088,3.5,20,4,651.1475716,23.622
37.5,0.94257,3.5,20,4,651.1475716,23.622
40,0.92493,3.5,20,4,651.1475716,23.622
42.5,0.908,3.5,20,4,651.1475716,23.622
45,0.89184,3.5,20,4,651.1475716,23.622
47.5,0.87651,3.5,20,4,651.1475716,23.622
50,0.86205,3.5,20,4,651.1475716,23.622
52.5,0.84851,3.5,20,4,651.1475716,23.622
55,0.83589,3.5,20,4,651.1475716,23.622
57.5,0.82422,3.5,20,4,651.1475716,23.622
60,0.81348,3.5,20,4,651.1475716,23.622
0,1.02567,3.5,24,4,250.2754297,23.333
0.5,1.02567,3.5,24,4,250.2754297,23.333
1,1.03343,3.5,24,4,250.2754297,23.333
1.5,1.04271,3.5,24,4,250.2754297,23.333
2,1.05281,3.5,24,4,250.2754297,23.333
2.5,1.0636,3.5,24,4,250.2754297,23.333
3,1.07538,3.5,24,4,250.2754297,23.333
3.5,1.08817,3.5,24,4,250.2754297,23.333
4,1.10206,3.5,24,4,250.2754297,23.333
4.5,1.11677,3.5,24,4,250.2754297,23.333
5,1.13248,3.5,24,4,250.2754297,23.333
5.5,1.14853,3.5,24,4,250.2754297,23.333
6,1.16353,3.5,24,4,250.2754297,23.333
6.5,1.17572,3.5,24,4,250.2754297,23.333
7,1.18437,3.5,24,4,250.2754297,23.333
7.5,1.18908,3.5,24,4,250.2754297,23.333
8,1.19025,3.5,24,4,250.2754297,23.333
8.5,1.18865,3.5,24,4,250.2754297,23.333
9,1.18541,3.5,24,4,250.2754297,23.333
9.5,1.18111,3.5,24,4,250.2754297,23.333
10,1.17638,3.5,24,4,250.2754297,23.333
10.5,1.17135,3.5,24,4,250.2754297,23.333
11,1.16623,3.5,24,4,250.2754297,23.333
11.5,1.16109,3.5,24,4,250.2754297,23.333
12,1.15596,3.5,24,4,250.2754297,23.333
12.5,1.15087,3.5,24,4,250.2754297,23.333
13,1.14584,3.5,24,4,250.2754297,23.333
13.5,1.14085,3.5,24,4,250.2754297,23.333
14,1.13593,3.5,24,4,250.2754297,23.333
14.5,1.13105,3.5,24,4,250.2754297,23.333
15,1.12623,3.5,24,4,250.2754297,23.333
17.5,1.10287,3.5,24,4,250.2754297,23.333
20,1.08037,3.5,24,4,250.2754297,23.333
22.5,1.05861,3.5,24,4,250.2754297,23.333
25,1.03746,3.5,24,4,250.2754297,23.333
27.5,1.01691,3.5,24,4,250.2754297,23.333
30,0.99688,3.5,24,4,250.2754297,23.333
32.5,0.97741,3.5,24,4,250.2754297,23.333
35,0.95853,3.5,24,4,250.2754297,23.333
37.5,0.94025,3.5,24,4,250.2754297,23.333
40,0.92265,3.5,24,4,250.2754297,23.333
42.5,0.90576,3.5,24,4,250.2754297,23.333
45,0.88966,3.5,24,4,250.2754297,23.333
47.5,0.87439,3.5,24,4,250.2754297,23.333
50,0.86002,3.5,24,4,250.2754297,23.333
52.5,0.84655,3.5,24,4,250.2754297,23.333
55,0.83403,3.5,24,4,250.2754297,23.333
57.5,0.82244,3.5,24,4,250.2754297,23.333
60,0.8118,3.5,24,4,250.2754297,23.333
0,1.34468,4,0,4,2563.286432,29.419
0.5,1.33174,4,0,4,2563.286432,29.419
1,1.32446,4,0,4,2563.286432,29.419
1.5,1.31881,4,0,4,2563.286432,29.419
2,1.31334,4,0,4,2563.286432,29.419
2.5,1.30777,4,0,4,2563.286432,29.419
3,1.3021,4,0,4,2563.286432,29.419
3.5,1.29634,4,0,4,2563.286432,29.419
4,1.29053,4,0,4,2563.286432,29.419
4.5,1.28469,4,0,4,2563.286432,29.419
5,1.27886,4,0,4,2563.286432,29.419
5.5,1.27304,4,0,4,2563.286432,29.419
6,1.26727,4,0,4,2563.286432,29.419
6.5,1.26154,4,0,4,2563.286432,29.419
7,1.25588,4,0,4,2563.286432,29.419
7.5,1.2503,4,0,4,2563.286432,29.419
8,1.24477,4,0,4,2563.286432,29.419
8.5,1.2393,4,0,4,2563.286432,29.419
9,1.2339,4,0,4,2563.286432,29.419
9.5,1.22856,4,0,4,2563.286432,29.419
10,1.22328,4,0,4,2563.286432,29.419
10.5,1.21807,4,0,4,2563.286432,29.419
11,1.21292,4,0,4,2563.286432,29.419
11.5,1.20783,4,0,4,2563.286432,29.419
12,1.2028,4,0,4,2563.286432,29.419
12.5,1.19783,4,0,4,2563.286432,29.419
13,1.19291,4,0,4,2563.286432,29.419
13.5,1.18805,4,0,4,2563.286432,29.419
14,1.18323,4,0,4,2563.286432,29.419
14.5,1.17847,4,0,4,2563.286432,29.419
15,1.17376,4,0,4,2563.286432,29.419
17.5,1.15085,4,0,4,2563.286432,29.419
20,1.12885,4,0,4,2563.286432,29.419
22.5,1.10758,4,0,4,2563.286432,29.419
25,1.08689,4,0,4,2563.286432,29.419
27.5,1.0667,4,0,4,2563.286432,29.419
30,1.04694,4,0,4,2563.286432,29.419
32.5,1.02755,4,0,4,2563.286432,29.419
35,1.00852,4,0,4,2563.286432,29.419
37.5,0.98991,4,0,4,2563.286432,29.419
40,0.97173,4,0,4,2563.286432,29.419
42.5,0.95401,4,0,4,2563.286432,29.419
45,0.9368,4,0,4,2563.286432,29.419
47.5,0.92014,4,0,4,2563.286432,29.419
50,0.90408,4,0,4,2563.286432,29.419
52.5,0.88869,4,0,4,2563.286432,29.419
55,0.87402,4,0,4,2563.286432,29.419
57.5,0.86011,4,0,4,2563.286432,29.419
60,0.847,4,0,4,2563.286432,29.419
0,1.29304,4,4,4,2266.287199,29.05
0.5,1.28205,4,4,4,2266.287199,29.05
1,1.27704,4,4,4,2266.287199,29.05
1.5,1.27363,4,4,4,2266.287199,29.05
2,1.27047,4,4,4,2266.287199,29.05
2.5,1.26736,4,4,4,2266.287199,29.05
3,1.26423,4,4,4,2266.287199,29.05
3.5,1.26121,4,4,4,2266.287199,29.05
4,1.25832,4,4,4,2266.287199,29.05
4.5,1.25552,4,4,4,2266.287199,29.05
5,1.25287,4,4,4,2266.287199,29.05
5.5,1.25036,4,4,4,2266.287199,29.05
6,1.248,4,4,4,2266.287199,29.05
6.5,1.24568,4,4,4,2266.287199,29.05
7,1.24324,4,4,4,2266.287199,29.05
7.5,1.24044,4,4,4,2266.287199,29.05
8,1.23719,4,4,4,2266.287199,29.05
8.5,1.23345,4,4,4,2266.287199,29.05
9,1.22923,4,4,4,2266.287199,29.05
9.5,1.22463,4,4,4,2266.287199,29.05
10,1.21978,4,4,4,2266.287199,29.05
10.5,1.21483,4,4,4,2266.287199,29.05
11,1.2098,4,4,4,2266.287199,29.05
11.5,1.20479,4,4,4,2266.287199,29.05
12,1.1998,4,4,4,2266.287199,29.05
12.5,1.19485,4,4,4,2266.287199,29.05
13,1.18995,4,4,4,2266.287199,29.05
13.5,1.18509,4,4,4,2266.287199,29.05
14,1.18028,4,4,4,2266.287199,29.05
14.5,1.17552,4,4,4,2266.287199,29.05
15,1.17081,4,4,4,2266.287199,29.05
17.5,1.14792,4,4,4,2266.287199,29.05
20,1.12594,4,4,4,2266.287199,29.05
22.5,1.10467,4,4,4,2266.287199,29.05
25,1.08399,4,4,4,2266.287199,29.05
27.5,1.0638,4,4,4,2266.287199,29.05
30,1.04404,4,4,4,2266.287199,29.05
32.5,1.02466,4,4,4,2266.287199,29.05
35,1.00564,4,4,4,2266.287199,29.05
37.5,0.98705,4,4,4,2266.287199,29.05
40,0.9689,4,4,4,2266.287199,29.05
42.5,0.95121,4,4,4,2266.287199,29.05
45,0.93404,4,4,4,2266.287199,29.05
47.5,0.91743,4,4,4,2266.287199,29.05
50,0.90144,4,4,4,2266.287199,29.05
52.5,0.88613,4,4,4,2266.287199,29.05
55,0.87154,4,4,4,2266.287199,29.05
57.5,0.85772,4,4,4,2266.287199,29.05
60,0.84471,4,4,4,2266.287199,29.05
0,1.24365,4,8,4,1959.152495,28.655
0.5,1.23429,4,8,4,1959.152495,28.655
1,1.23114,4,8,4,1959.152495,28.655
1.5,1.22962,4,8,4,1959.152495,28.655
2,1.22849,4,8,4,1959.152495,28.655
2.5,1.22757,4,8,4,1959.152495,28.655
3,1.22686,4,8,4,1959.152495,28.655
3.5,1.22647,4,8,4,1959.152495,28.655
4,1.22649,4,8,4,1959.152495,28.655
4.5,1.22681,4,8,4,1959.152495,28.655
5,1.22756,4,8,4,1959.152495,28.655
5.5,1.22878,4,8,4,1959.152495,28.655
6,1.23038,4,8,4,1959.152495,28.655
6.5,1.23201,4,8,4,1959.152495,28.655
7,1.23308,4,8,4,1959.152495,28.655
7.5,1.2331,4,8,4,1959.152495,28.655
8,1.23182,4,8,4,1959.152495,28.655
8.5,1.22923,4,8,4,1959.152495,28.655
9,1.22554,4,8,4,1959.152495,28.655
9.5,1.22117,4,8,4,1959.152495,28.655
10,1.2164,4,8,4,1959.152495,28.655
10.5,1.21148,4,8,4,1959.152495,28.655
11,1.20647,4,8,4,1959.152495,28.655
11.5,1.20147,4,8,4,1959.152495,28.655
12,1.19648,4,8,4,1959.152495,28.655
12.5,1.19153,4,8,4,1959.152495,28.655
13,1.18663,4,8,4,1959.152495,28.655
13.5,1.18178,4,8,4,1959.152495,28.655
14,1.17698,4,8,4,1959.152495,28.655
14.5,1.17223,4,8,4,1959.152495,28.655
15,1.16753,4,8,4,1959.152495,28.655
17.5,1.14467,4,8,4,1959.152495,28.655
20,1.12273,4,8,4,1959.152495,28.655
22.5,1.10148,4,8,4,1959.152495,28.655
25,1.08084,4,8,4,1959.152495,28.655
27.5,1.06067,4,8,4,1959.152495,28.655
30,1.04094,4,8,4,1959.152495,28.655
32.5,1.02159,4,8,4,1959.152495,28.655
35,1.00261,4,8,4,1959.152495,28.655
37.5,0.98406,4,8,4,1959.152495,28.655
40,0.96596,4,8,4,1959.152495,28.655
42.5,0.94833,4,8,4,1959.152495,28.655
45,0.93122,4,8,4,1959.152495,28.655
47.5,0.91469,4,8,4,1959.152495,28.655
50,0.89878,4,8,4,1959.152495,28.655
52.5,0.88355,4,8,4,1959.152495,28.655
55,0.86906,4,8,4,1959.152495,28.655
57.5,0.85534,4,8,4,1959.152495,28.655
60,0.84245,4,8,4,1959.152495,28.655
0,1.19767,4,12,4,1650.454633,28.33
0.5,1.19048,4,12,4,1650.454633,28.33
1,1.18975,4,12,4,1650.454633,28.33
1.5,1.19056,4,12,4,1650.454633,28.33
2,1.19179,4,12,4,1650.454633,28.33
2.5,1.19325,4,12,4,1650.454633,28.33
3,1.19494,4,12,4,1650.454633,28.33
3.5,1.19695,4,12,4,1650.454633,28.33
4,1.19941,4,12,4,1650.454633,28.33
4.5,1.20215,4,12,4,1650.454633,28.33
5,1.20529,4,12,4,1650.454633,28.33
5.5,1.20877,4,12,4,1650.454633,28.33
6,1.21254,4,12,4,1650.454633,28.33
6.5,1.21631,4,12,4,1650.454633,28.33
7,1.21956,4,12,4,1650.454633,28.33
7.5,1.22173,4,12,4,1650.454633,28.33
8,1.22255,4,12,4,1650.454633,28.33
8.5,1.22199,4,12,4,1650.454633,28.33
9,1.21998,4,12,4,1650.454633,28.33
9.5,1.21685,4,12,4,1650.454633,28.33
10,1.2129,4,12,4,1650.454633,28.33
10.5,1.20843,4,12,4,1650.454633,28.33
11,1.2037,4,12,4,1650.454633,28.33
11.5,1.19887,4,12,4,1650.454633,28.33
12,1.19396,4,12,4,1650.454633,28.33
12.5,1.18906,4,12,4,1650.454633,28.33
13,1.18418,4,12,4,1650.454633,28.33
13.5,1.17934,4,12,4,1650.454633,28.33
14,1.17454,4,12,4,1650.454633,28.33
14.5,1.16979,4,12,4,1650.454633,28.33
15,1.16508,4,12,4,1650.454633,28.33
17.5,1.14222,4,12,4,1650.454633,28.33
20,1.12025,4,12,4,1650.454633,28.33
22.5,1.09899,4,12,4,1650.454633,28.33
25,1.0783,4,12,4,1650.454633,28.33
27.5,1.0581,4,12,4,1650.454633,28.33
30,1.03835,4,12,4,1650.454633,28.33
32.5,1.01897,4,12,4,1650.454633,28.33
35,0.99996,4,12,4,1650.454633,28.33
37.5,0.9814,4,12,4,1650.454633,28.33
40,0.96329,4,12,4,1650.454633,28.33
42.5,0.94566,4,12,4,1650.454633,28.33
45,0.92857,4,12,4,1650.454633,28.33
47.5,0.91207,4,12,4,1650.454633,28.33
50,0.8962,4,12,4,1650.454633,28.33
52.5,0.88103,4,12,4,1650.454633,28.33
55,0.8666,4,12,4,1650.454633,28.33
57.5,0.85297,4,12,4,1650.454633,28.33
60,0.84016,4,12,4,1650.454633,28.33
0,1.15432,4,16,4,1336.890983,27.979
0.5,1.14882,4,16,4,1336.890983,27.979
1,1.14999,4,16,4,1336.890983,27.979
1.5,1.15269,4,16,4,1336.890983,27.979
2,1.15588,4,16,4,1336.890983,27.979
2.5,1.15937,4,16,4,1336.890983,27.979
3,1.16319,4,16,4,1336.890983,27.979
3.5,1.16747,4,16,4,1336.890983,27.979
4,1.17231,4,16,4,1336.890983,27.979
4.5,1.17745,4,16,4,1336.890983,27.979
5,1.18315,4,16,4,1336.890983,27.979
5.5,1.18924,4,16,4,1336.890983,27.979
6,1.19573,4,16,4,1336.890983,27.979
6.5,1.20223,4,16,4,1336.890983,27.979
7,1.20808,4,16,4,1336.890983,27.979
7.5,1.21252,4,16,4,1336.890983,27.979
8,1.21529,4,16,4,1336.890983,27.979
8.5,1.21624,4,16,4,1336.890983,27.979
9,1.21536,4,16,4,1336.890983,27.979
9.5,1.21299,4,16,4,1336.890983,27.979
10,1.20946,4,16,4,1336.890983,27.979
10.5,1.20529,4,16,4,1336.890983,27.979
11,1.20068,4,16,4,1336.890983,27.979
11.5,1.19595,4,16,4,1336.890983,27.979
12,1.1911,4,16,4,1336.890983,27.979
12.5,1.18621,4,16,4,1336.890983,27.979
13,1.18135,4,16,4,1336.890983,27.979
13.5,1.17651,4,16,4,1336.890983,27.979
14,1.17172,4,16,4,1336.890983,27.979
14.5,1.16697,4,16,4,1336.890983,27.979
15,1.16227,4,16,4,1336.890983,27.979
17.5,1.13941,4,16,4,1336.890983,27.979
20,1.11746,4,16,4,1336.890983,27.979
22.5,1.0962,4,16,4,1336.890983,27.979
25,1.07552,4,16,4,1336.890983,27.979
27.5,1.05532,4,16,4,1336.890983,27.979
30,1.03557,4,16,4,1336.890983,27.979
32.5,1.01618,4,16,4,1336.890983,27.979
35,0.99719,4,16,4,1336.890983,27.979
37.5,0.97863,4,16,4,1336.890983,27.979
40,0.96053,4,16,4,1336.890983,27.979
42.5,0.94294,4,16,4,1336.890983,27.979
45,0.92588,4,16,4,1336.890983,27.979
47.5,0.90942,4,16,4,1336.890983,27.979
50,0.89361,4,16,4,1336.890983,27.979
52.5,0.8785,4,16,4,1336.890983,27.979
55,0.86415,4,16,4,1336.890983,27.979
57.5,0.85061,4,16,4,1336.890983,27.979
60,0.83789,4,16,4,1336.890983,27.979
0,1.10965,4,20,4,988.1494165,27.615
0.5,1.10603,4,20,4,988.1494165,27.615
1,1.10931,4,20,4,988.1494165,27.615
1.5,1.11409,4,20,4,988.1494165,27.615
2,1.11946,4,20,4,988.1494165,27.615
2.5,1.12529,4,20,4,988.1494165,27.615
3,1.13156,4,20,4,988.1494165,27.615
3.5,1.13843,4,20,4,988.1494165,27.615
4,1.14607,4,20,4,988.1494165,27.615
4.5,1.15415,4,20,4,988.1494165,27.615
5,1.16286,4,20,4,988.1494165,27.615
5.5,1.17218,4,20,4,988.1494165,27.615
6,1.18187,4,20,4,988.1494165,27.615
6.5,1.19139,4,20,4,988.1494165,27.615
7,1.19979,4,20,4,988.1494165,27.615
7.5,1.20626,4,20,4,988.1494165,27.615
8,1.21048,4,20,4,988.1494165,27.615
8.5,1.21234,4,20,4,988.1494165,27.615
9,1.21196,4,20,4,988.1494165,27.615
9.5,1.20979,4,20,4,988.1494165,27.615
10,1.2064,4,20,4,988.1494165,27.615
10.5,1.20227,4,20,4,988.1494165,27.615
11,1.19771,4,20,4,988.1494165,27.615
11.5,1.19298,4,20,4,988.1494165,27.615
12,1.18814,4,20,4,988.1494165,27.615
12.5,1.18326,4,20,4,988.1494165,27.615
13,1.17838,4,20,4,988.1494165,27.615
13.5,1.17355,4,20,4,988.1494165,27.615
14,1.16877,4,20,4,988.1494165,27.615
14.5,1.16402,4,20,4,988.1494165,27.615
15,1.15932,4,20,4,988.1494165,27.615
17.5,1.13649,4,20,4,988.1494165,27.615
20,1.11455,4,20,4,988.1494165,27.615
22.5,1.09329,4,20,4,988.1494165,27.615
25,1.07262,4,20,4,988.1494165,27.615
27.5,1.05242,4,20,4,988.1494165,27.615
30,1.03267,4,20,4,988.1494165,27.615
32.5,1.01329,4,20,4,988.1494165,27.615
35,0.99431,4,20,4,988.1494165,27.615
37.5,0.97578,4,20,4,988.1494165,27.615
40,0.9577,4,20,4,988.1494165,27.615
42.5,0.94014,4,20,4,988.1494165,27.615
45,0.92313,4,20,4,988.1494165,27.615
47.5,0.90673,4,20,4,988.1494165,27.615
50,0.89099,4,20,4,988.1494165,27.615
52.5,0.87596,4,20,4,988.1494165,27.615
55,0.8617,4,20,4,988.1494165,27.615
57.5,0.84825,4,20,4,988.1494165,27.615
60,0.83563,4,20,4,988.1494165,27.615
0,1.06752,4,24,4,632.4940048,27.261
0.5,1.06576,4,24,4,632.4940048,27.261
1,1.07107,4,24,4,632.4940048,27.261
1.5,1.07791,4,24,4,632.4940048,27.261
2,1.08538,4,24,4,632.4940048,27.261
2.5,1.09343,4,24,4,632.4940048,27.261
3,1.10206,4,24,4,632.4940048,27.261
3.5,1.1114,4,24,4,632.4940048,27.261
4,1.1216,4,24,4,632.4940048,27.261
4.5,1.13236,4,24,4,632.4940048,27.261
5,1.14382,4,24,4,632.4940048,27.261
5.5,1.15603,4,24,4,632.4940048,27.261
6,1.16858,4,24,4,632.4940048,27.261
6.5,1.18076,4,24,4,632.4940048,27.261
7,1.19141,4,24,4,632.4940048,27.261
7.5,1.19974,4,24,4,632.4940048,27.261
8,1.2053,4,24,4,632.4940048,27.261
8.5,1.20812,4,24,4,632.4940048,27.261
9,1.20832,4,24,4,632.4940048,27.261
9.5,1.20647,4,24,4,632.4940048,27.261
10,1.20331,4,24,4,632.4940048,27.261
10.5,1.19928,4,24,4,632.4940048,27.261
11,1.19478,4,24,4,632.4940048,27.261
11.5,1.19007,4,24,4,632.4940048,27.261
12,1.18526,4,24,4,632.4940048,27.261
12.5,1.18038,4,24,4,632.4940048,27.261
13,1.17552,4,24,4,632.4940048,27.261
13.5,1.17071,4,24,4,632.4940048,27.261
14,1.16592,4,24,4,632.4940048,27.261
14.5,1.16117,4,24,4,632.4940048,27.261
15,1.15647,4,24,4,632.4940048,27.261
17.5,1.13365,4,24,4,632.4940048,27.261
20,1.11172,4,24,4,632.4940048,27.261
22.5,1.09047,4,24,4,632.4940048,27.261
25,1.06979,4,24,4,632.4940048,27.261
27.5,1.04959,4,24,4,632.4940048,27.261
30,1.02985,4,24,4,632.4940048,27.261
32.5,1.01047,4,24,4,632.4940048,27.261
35,0.99149,4,24,4,632.4940048,27.261
37.5,0.97298,4,24,4,632.4940048,27.261
40,0.95492,4,24,4,632.4940048,27.261
42.5,0.93739,4,24,4,632.4940048,27.261
45,0.92043,4,24,4,632.4940048,27.261
47.5,0.90407,4,24,4,632.4940048,27.261
50,0.88839,4,24,4,632.4940048,27.261
52.5,0.87344,4,24,4,632.4940048,27.261
55,0.85927,4,24,4,632.4940048,27.261
57.5,0.84591,4,24,4,632.4940048,27.261
60,0.83339,4,24,4,632.4940048,27.261
